OBJECTID,FID_ACS_2016_5YR_BG_06_CALIFORNI,BG_COUNTYFP,BG_TRACTCE,BG_BLKGRPCE,BG_GEOID,BG_NAMELSAD,BG_MTFCC,BG_FUNCSTAT,BG_ALAND,BG_AWATER,BG_INTPTLAT,BG_INTPTLON,BG_GEOID_Data,FID_DAC_Place_2010_2014,DACP_Place_IDNumber,DACP_Place_Name,DAC_Population,DAC_Households,DAC_Median_Household_Income,DACP_area_a_,Shape_Length,Shape_Area,DACP_BG_int_a_,Percent_intersection
1877,7716,99,2200,4,60990022004,Block Group 4,G5030,S,433183,0,37.6173098,-121.0084752,15000US060990022004,164,648354,Modesto city,205984,70310,47607,<Null>,2825.574024,198529.0743,49.057603,#VALUE!
1879,7717,99,2301,1,60990023011,Block Group 1,G5030,S,485438,0,37.6062201,-121.0072055,15000US060990023011,164,648354,Modesto city,205984,70310,47607,<Null>,5213.185425,649922.6636,160.599388,#VALUE!
1881,7745,99,2301,2,60990023012,Block Group 2,G5030,S,2120950,134746,37.602896,-121.0196973,15000US060990023012,164,648354,Modesto city,205984,70310,47607,<Null>,14023.19025,2216498.574,547.708726,#VALUE!
1883,7746,99,2301,3,60990023013,Block Group 3,G5030,S,408477,5804,37.6222432,-120.9926563,15000US060990023013,164,648354,Modesto city,205984,70310,47607,<Null>,2061.315185,77442.97402,19.136576,#VALUE!
1885,7747,99,2301,4,60990023014,Block Group 4,G5030,S,870119,0,37.6128347,-120.9877713,15000US060990023014,164,648354,Modesto city,205984,70310,47607,<Null>,3892.157844,954203.9827,235.788939,#VALUE!
3155,12625,99,2302,1,60990023021,Block Group 1,G5030,S,1140006,53775,37.6230117,-120.9829995,15000US060990023021,164,648354,Modesto city,205984,70310,47607,<Null>,3471.410174,201885.4789,49.886988,#VALUE!
4766,18653,99,2401,1,60990024011,Block Group 1,G5030,S,400842,0,37.5976086,-120.9973053,15000US060990024011,164,648354,Modesto city,205984,70310,47607,<Null>,3583.320143,639630.6131,158.056167,#VALUE!
4765,18652,99,2401,2,60990024012,Block Group 2,G5030,S,391389,0,37.5968867,-121.006588,15000US060990024012,164,648354,Modesto city,205984,70310,47607,<Null>,3475.041783,624536.2765,154.326275,#VALUE!
1889,7749,99,2402,1,60990024021,Block Group 1,G5030,S,772962,0,37.6052227,-120.9994189,15000US060990024021,164,648354,Modesto city,205984,70310,47607,<Null>,5243.204575,297453.2744,73.502305,#VALUE!
1891,7750,99,2402,2,60990024022,Block Group 2,G5030,S,591560,0,37.5973017,-121.0198163,15000US060990024022,164,648354,Modesto city,205984,70310,47607,<Null>,5196.245053,388628.0679,96.032087,#VALUE!
4763,18650,99,2501,1,60990025011,Block Group 1,G5030,S,2570813,0,37.6020465,-120.9845109,15000US060990025011,164,648354,Modesto city,205984,70310,47607,<Null>,7996.846896,2641687.902,652.775297,#VALUE!
1917,7845,99,2701,2,60990027012,Block Group 2,G5030,S,1336864,66887,37.6157247,-120.9515666,15000US060990027012,164,648354,Modesto city,205984,70310,47607,<Null>,1537.286268,21838.13859,5.396322,#VALUE!
1921,7847,99,2702,2,60990027022,Block Group 2,G5030,S,468448,28366,37.6176433,-120.9733291,15000US060990027022,164,648354,Modesto city,205984,70310,47607,<Null>,458.018624,3073.705641,0.759529,#VALUE!
1981,7942,99,2802,4,60990028024,Block Group 4,G5030,S,66789144,240941,37.6711413,-120.8581824,15000US060990028024,164,648354,Modesto city,205984,70310,47607,<Null>,4365.903769,37821.99618,9.346019,#VALUE!
2094,8226,99,2803,1,60990028031,Block Group 1,G5030,S,401884,0,37.6621732,-120.919128,15000US060990028031,164,648354,Modesto city,205984,70310,47607,<Null>,3631.112669,642396.7698,158.739699,#VALUE!
1982,7943,99,2803,2,60990028032,Block Group 2,G5030,S,1734856,0,37.6694029,-120.9150721,15000US060990028032,164,648354,Modesto city,205984,70310,47607,<Null>,10177.48996,2737012.792,676.33059,#VALUE!
4797,18773,99,3100,1,60990031001,Block Group 1,G5030,S,64014303,5128507,37.5586727,-121.0941362,15000US060990031001,164,648354,Modesto city,205984,70310,47607,<Null>,23226.20271,19732718.22,4876.060864,#VALUE!
2099,8230,99,3100,3,60990031003,Block Group 3,G5030,S,85957002,309828,37.5145901,-121.0223421,15000US060990031003,164,648354,Modesto city,205984,70310,47607,<Null>,19754.34575,10877936,2687.996525,#VALUE!
2113,8248,99,3300,3,60990033003,Block Group 3,G5030,S,37599016,382836,37.5177174,-121.1293293,15000US060990033003,164,648354,Modesto city,205984,70310,47607,<Null>,8585.583179,333276.9717,82.354533,#VALUE!
2114,8249,99,3300,4,60990033004,Block Group 4,G5030,S,35649507,418778,37.4607476,-121.0709845,15000US060990033004,164,648354,Modesto city,205984,70310,47607,<Null>,4398.748513,239465.2752,59.173158,#VALUE!
4994,19544,29,5506,2,60290055062,Block Group 2,G5030,S,158900345,37639,34.9160987,-118.267082,15000US060290055062,1100,648452,Mojave CDP,4172,1516,34500,<Null>,8935.091306,4264039.552,1053.66712,#VALUE!
14,32,29,5900,1,60290059001,Block Group 1,G5030,S,7888418,196196,35.0386076,-118.1548487,15000US060290059001,1100,648452,Mojave CDP,4172,1516,34500,<Null>,15593.92862,12084619.78,2986.174581,#VALUE!
15,33,29,5900,2,60290059002,Block Group 2,G5030,S,19557801,0,35.0640012,-118.1534381,15000US060290059002,1100,648452,Mojave CDP,4172,1516,34500,<Null>,20428.97056,22609596.98,5586.953085,#VALUE!
16,34,29,5900,3,60290059003,Block Group 3,G5030,S,21491323,5583,35.0508471,-118.1924115,15000US060290059003,1100,648452,Mojave CDP,4172,1516,34500,<Null>,20815.27523,25335596.72,6260.562292,#VALUE!
3124,12449,29,6007,3,60290060073,Block Group 3,G5030,S,1562574231,1579219,34.9750866,-118.5949931,15000US060290060073,1100,648452,Mojave CDP,4172,1516,34500,<Null>,19200.51834,14783905.62,3653.182637,#VALUE!
5031,19736,29,6500,3,60290065003,Block Group 3,G5030,S,408878033,189907,35.044364,-118.112724,15000US060290065003,1100,648452,Mojave CDP,4172,1516,34500,<Null>,65617.3802,146852046.1,36287.93087,#VALUE!
3185,12685,9,300,1,60090003001,Block Group 1,G5030,S,124471657,46467,38.2714653,-120.6408161,15000US060090003001,1122,649628,Mountain Ranch CDP,1369,684,38630,<Null>,3207.150898,234287.1788,57.893623,#VALUE!
3178,12677,9,300,4,60090003004,Block Group 4,G5030,S,136145636,108473,38.2057464,-120.5863999,15000US060090003004,1122,649628,Mountain Ranch CDP,1369,684,38630,<Null>,34483.31694,51818890.23,12804.72664,#VALUE!
3166,12648,9,300,5,60090003005,Block Group 5,G5030,S,128852749,173940,38.2556404,-120.4526057,15000US060090003005,1122,649628,Mountain Ranch CDP,1369,684,38630,<Null>,66206.08754,95528482.75,23605.60217,#VALUE!
3164,12647,9,400,4,60090004004,Block Group 4,G5030,S,201775954,486539,38.3335137,-120.4067828,15000US060090004004,1122,649628,Mountain Ranch CDP,1369,684,38630,<Null>,14629.70806,7968227.622,1968.991926,#VALUE!
3180,12679,9,400,5,60090004005,Block Group 5,G5030,S,46965819,0,38.3107877,-120.5550088,15000US060090004005,1122,649628,Mountain Ranch CDP,1369,684,38630,<Null>,25517.40237,17938137.83,4432.610391,#VALUE!
4716,18303,65,44520,2,60650445202,Block Group 2,G5030,S,111617182,0,33.8675296,-116.3912606,15000US060650445202,216,655254,Palm Springs city,45827,22906,45497,<Null>,4494.599511,866327.3939,214.074161,#VALUE!
1499,6544,65,44521,1,60650445211,Block Group 1,G5030,S,168135980,941310,33.9744497,-116.6555007,15000US060650445211,216,655254,Palm Springs city,45827,22906,45497,<Null>,14045.54342,8994319.474,2222.544745,#VALUE!
5313,21106,65,44522,1,60650445221,Block Group 1,G5030,S,154022499,871170,33.9122639,-116.5549286,15000US060650445221,216,655254,Palm Springs city,45827,22906,45497,<Null>,28381.32193,18106561.56,4474.2288,#VALUE!
3588,14299,65,44602,1,60650446021,Block Group 1,G5030,S,503409,0,33.8406747,-116.5418721,15000US060650446021,216,655254,Palm Springs city,45827,22906,45497,<Null>,3886.457305,731575.7076,180.776294,#VALUE!
3589,14300,65,44602,2,60650446022,Block Group 2,G5030,S,1299897,0,33.8339799,-116.536912,15000US060650446022,216,655254,Palm Springs city,45827,22906,45497,<Null>,5810.046783,1888777.875,466.727177,#VALUE!
5056,19799,65,44602,3,60650446023,Block Group 3,G5030,S,793537,0,33.84162,-116.5337494,15000US060650446023,216,655254,Palm Springs city,45827,22906,45497,<Null>,4851.797966,1153228.448,284.968955,#VALUE!
3590,14301,65,44604,1,60650446041,Block Group 1,G5030,S,1830881,0,33.8580252,-116.5212841,15000US060650446041,216,655254,Palm Springs city,45827,22906,45497,<Null>,7166.498359,2661778.066,657.739684,#VALUE!
3591,14302,65,44604,2,60650446042,Block Group 2,G5030,S,1305629,0,33.8485207,-116.5194203,15000US060650446042,216,655254,Palm Springs city,45827,22906,45497,<Null>,5886.986323,1897748.042,468.943754,#VALUE!
1041,4680,65,44605,1,60650446051,Block Group 1,G5030,S,1982034,0,33.8655807,-116.5562025,15000US060650446051,216,655254,Palm Springs city,45827,22906,45497,<Null>,7633.032898,2882050.748,712.17025,#VALUE!
5633,22948,65,44605,2,60650446052,Block Group 2,G5030,S,2955381,0,33.8617734,-116.541566,15000US060650446052,216,655254,Palm Springs city,45827,22906,45497,<Null>,11403.53989,4296997.935,1061.811314,#VALUE!
1042,4681,65,44606,1,60650446061,Block Group 1,G5030,S,2570040,0,33.8304112,-116.549892,15000US060650446061,216,655254,Palm Springs city,45827,22906,45497,<Null>,9704.382698,3734019.151,922.696227,#VALUE!
2721,10811,65,44606,2,60650446062,Block Group 2,G5030,S,36247481,2256410,33.8865073,-116.6431956,15000US060650446062,216,655254,Palm Springs city,45827,22906,45497,<Null>,49988.45755,44281382.73,10942.16797,#VALUE!
3617,14342,65,44701,1,60650447011,Block Group 1,G5030,S,1493149,0,33.823149,-116.5231766,15000US060650447011,216,655254,Palm Springs city,45827,22906,45497,<Null>,6109.936315,2169036.954,535.980704,#VALUE!
3618,14343,65,44701,2,60650447012,Block Group 2,G5030,S,1113536,0,33.8232351,-116.5143872,15000US060650447012,216,655254,Palm Springs city,45827,22906,45497,<Null>,5554.506524,1617592.602,399.715837,#VALUE!
790,3834,65,44702,1,60650447021,Block Group 1,G5030,S,1632859,0,33.8222736,-116.4872959,15000US060650447021,216,655254,Palm Springs city,45827,22906,45497,<Null>,1950.284746,235235.0817,58.127855,#VALUE!
3619,14344,65,44804,1,60650448041,Block Group 1,G5030,S,2374766,248057,33.8100915,-116.5037759,15000US060650448041,216,655254,Palm Springs city,45827,22906,45497,<Null>,7832.915245,3808784.568,941.171164,#VALUE!
3620,14345,65,44805,1,60650448051,Block Group 1,G5030,S,1291135,0,33.8050178,-116.536936,15000US060650448051,216,655254,Palm Springs city,45827,22906,45497,<Null>,5796.746817,1874788.135,463.270237,#VALUE!
3621,14346,65,44806,1,60650448061,Block Group 1,G5030,S,1236996,58463,33.812654,-116.5369599,15000US060650448061,216,655254,Palm Springs city,45827,22906,45497,<Null>,5811.234832,1881392.553,464.902225,#VALUE!
791,3835,65,44807,1,60650448071,Block Group 1,G5030,S,91511478,0,33.7045394,-116.4919572,15000US060650448071,216,655254,Palm Springs city,45827,22906,45497,<Null>,77461.04518,126567127.8,31275.41839,#VALUE!
1651,6988,65,44904,1,60650449041,Block Group 1,G5030,S,34007165,0,33.878276,-116.5444481,15000US060650449041,216,655254,Palm Springs city,45827,22906,45497,<Null>,35706.22015,39551987.91,9773.509061,#VALUE!
3508,14013,65,44907,1,60650449071,Block Group 1,G5030,S,661530,0,33.8085949,-116.4734194,15000US060650449071,216,655254,Palm Springs city,45827,22906,45497,<Null>,48.267308,6.711705,0.001658,#VALUE!
3503,13985,65,45000,3,60650450003,Block Group 3,G5030,S,1917427,115034,33.7811872,-116.4677015,15000US060650450003,216,655254,Palm Springs city,45827,22906,45497,<Null>,1368.702469,8545.784768,2.111709,#VALUE!
2295,8940,65,940500,1,60659405001,Block Group 1,G5030,S,41703538,1157,33.8181927,-116.5783584,15000US060659405001,216,655254,Palm Springs city,45827,22906,45497,<Null>,34994.31043,34963396.64,8639.643464,#VALUE!
1711,7125,65,940500,2,60659405002,Block Group 2,G5030,S,99225400,0,33.7402968,-116.5704511,15000US060659405002,216,655254,Palm Springs city,45827,22906,45497,<Null>,15134.52749,7703893.048,1903.67343,#VALUE!
2054,8139,65,940700,1,60659407001,Block Group 1,G5030,S,1367429,212433,33.809676,-116.5222191,15000US060659407001,216,655254,Palm Springs city,45827,22906,45497,<Null>,6829.431314,2294369.554,566.951064,#VALUE!
2055,8140,65,940700,2,60659407002,Block Group 2,G5030,S,1051194,0,33.8045684,-116.5207885,15000US060659407002,216,655254,Palm Springs city,45827,22906,45497,<Null>,5884.438154,1526363.333,377.172594,#VALUE!
892,4178,65,940800,1,60659408001,Block Group 1,G5030,S,1081732,0,33.79815,-116.5381025,15000US060659408001,216,655254,Palm Springs city,45827,22906,45497,<Null>,5348.341419,1570475.598,388.072972,#VALUE!
893,4179,65,940800,2,60659408002,Block Group 2,G5030,S,1515243,0,33.7912164,-116.5360481,15000US060659408002,216,655254,Palm Springs city,45827,22906,45497,<Null>,7462.912813,2199500.809,543.508487,#VALUE!
971,4422,65,941000,1,60659410001,Block Group 1,G5030,S,729934,0,33.7914853,-116.4797788,15000US060659410001,216,655254,Palm Springs city,45827,22906,45497,<Null>,7133.411228,583764.0628,144.251241,#VALUE!
973,4423,65,941000,2,60659410002,Block Group 2,G5030,S,4455984,0,33.7844457,-116.4907897,15000US060659410002,216,655254,Palm Springs city,45827,22906,45497,<Null>,14556.33908,5833965.383,1441.604241,#VALUE!
2347,9128,65,941000,3,60659410003,Block Group 3,G5030,S,3954760,342,33.805126,-116.4883807,15000US060659410003,216,655254,Palm Springs city,45827,22906,45497,<Null>,10308.40014,5742947.293,1419.113181,#VALUE!
974,4424,65,941000,4,60659410004,Block Group 4,G5030,S,1181415,0,33.7981359,-116.5006384,15000US060659410004,216,655254,Palm Springs city,45827,22906,45497,<Null>,5752.12553,1715190.992,423.832924,#VALUE!
976,4425,65,941100,1,60659411001,Block Group 1,G5030,S,1032614,261203,33.7957944,-116.4711948,15000US060659411001,216,655254,Palm Springs city,45827,22906,45497,<Null>,4010.904704,805191.1361,198.967063,#VALUE!
5610,22789,65,941200,1,60659412001,Block Group 1,G5030,S,7808014,0,33.8375766,-116.5019053,15000US060659412001,216,655254,Palm Springs city,45827,22906,45497,<Null>,15562.50832,11346151.82,2803.695173,#VALUE!
1053,4703,65,941200,2,60659412002,Block Group 2,G5030,S,2616999,0,33.8376337,-116.5194085,15000US060659412002,216,655254,Palm Springs city,45827,22906,45497,<Null>,7804.643784,3802877.706,939.711546,#VALUE!
1054,4704,65,941300,1,60659413001,Block Group 1,G5030,S,1316878,0,33.8558553,-116.5368212,15000US060659413001,216,655254,Palm Springs city,45827,22906,45497,<Null>,5857.833418,1914419.953,473.063473,#VALUE!
1055,4705,65,941300,2,60659413002,Block Group 2,G5030,S,1304330,0,33.8485308,-116.5368441,15000US060659413002,216,655254,Palm Springs city,45827,22906,45497,<Null>,5834.739521,1895857.493,468.476589,#VALUE!
1056,4706,65,941400,1,60659414001,Block Group 1,G5030,S,1281457,0,33.8267401,-116.5368984,15000US060659414001,216,655254,Palm Springs city,45827,22906,45497,<Null>,5800.837812,1861669.344,460.028513,#VALUE!
1057,4707,65,941400,2,60659414002,Block Group 2,G5030,S,643395,0,33.8195042,-116.5412384,15000US060659414002,216,655254,Palm Springs city,45827,22906,45497,<Null>,3870.624809,934552.9658,230.933067,#VALUE!
1179,4902,65,941400,3,60659414003,Block Group 3,G5030,S,643876,0,33.8195459,-116.5325734,15000US060659414003,216,655254,Palm Springs city,45827,22906,45497,<Null>,3866.103656,935252.3157,231.10588,#VALUE!
3165,12647,9,400,4,60090004004,Block Group 4,G5030,S,201775954,486539,38.3335137,-120.4067828,15000US060090004004,1243,659220,Rail Road Flat CDP,369,161,29922,<Null>,49501.19955,100331788,24792.52475,#VALUE!
3181,12679,9,400,5,60090004005,Block Group 5,G5030,S,46965819,0,38.3107877,-120.5550088,15000US060090004005,1243,659220,Rail Road Flat CDP,369,161,29922,<Null>,30684.84035,33967256.58,8393.491894,#VALUE!
3183,12682,9,400,6,60090004006,Block Group 6,G5030,S,35636744,141067,38.3519602,-120.5689733,15000US060090004006,1243,659220,Rail Road Flat CDP,369,161,29922,<Null>,11721.17808,5443114.972,1345.023001,#VALUE!
3137,12479,89,10100,1,60890101001,Block Group 1,G5030,S,786570,27690,40.5859196,-122.3911189,15000US060890101001,275,659920,Redding city,90725,34818,43773,<Null>,5273.3267,1413319.08,349.23875,#VALUE!
2582,10106,89,10100,2,60890101002,Block Group 2,G5030,S,560266,0,40.5779102,-122.388892,15000US060890101002,275,659920,Redding city,90725,34818,43773,<Null>,5287.887186,972220.1339,240.240827,#VALUE!
3138,12480,89,10200,1,60890102001,Block Group 1,G5030,S,2570712,805375,40.5821764,-122.3762226,15000US060890102001,275,659920,Redding city,90725,34818,43773,<Null>,10669.40762,5859345.975,1447.875922,#VALUE!
3139,12481,89,10300,1,60890103001,Block Group 1,G5030,S,3033155,100822,40.5744659,-122.3475829,15000US060890103001,275,659920,Redding city,90725,34818,43773,<Null>,14016.4897,5438025.713,1343.765418,#VALUE!
3035,12214,89,10300,2,60890103002,Block Group 2,G5030,S,1858547,0,40.5823949,-122.3451916,15000US060890103002,275,659920,Redding city,90725,34818,43773,<Null>,8825.669863,3225548.756,797.050456,#VALUE!
3140,12482,89,10400,1,60890104001,Block Group 1,G5030,S,713447,8162,40.5703287,-122.3837772,15000US060890104001,275,659920,Redding city,90725,34818,43773,<Null>,5474.178652,1251928.16,309.358186,#VALUE!
3141,12498,89,10400,2,60890104002,Block Group 2,G5030,S,2171588,214928,40.5615815,-122.3816607,15000US060890104002,275,659920,Redding city,90725,34818,43773,<Null>,13238.33384,4139086.942,1022.790658,#VALUE!
3142,12499,89,10400,3,60890104003,Block Group 3,G5030,S,1634792,14606,40.5351149,-122.3794494,15000US060890104003,275,659920,Redding city,90725,34818,43773,<Null>,7868.69186,2858955.723,706.463345,#VALUE!
3143,12500,89,10400,4,60890104004,Block Group 4,G5030,S,1491947,102406,40.5389439,-122.3717558,15000US060890104004,275,659920,Redding city,90725,34818,43773,<Null>,8641.314829,2763518.837,682.880376,#VALUE!
3128,12470,89,10500,1,60890105001,Block Group 1,G5030,S,633453,0,40.5832873,-122.4027902,15000US060890105001,275,659920,Redding city,90725,34818,43773,<Null>,4390.279191,1099397.644,271.667074,#VALUE!
3136,12478,89,10500,2,60890105002,Block Group 2,G5030,S,2390063,2108,40.5723603,-122.4084143,15000US060890105002,275,659920,Redding city,90725,34818,43773,<Null>,14082.39988,4150406.159,1025.587697,#VALUE!
3144,12501,89,10500,3,60890105003,Block Group 3,G5030,S,1221011,0,40.5744396,-122.3968122,15000US060890105003,275,659920,Redding city,90725,34818,43773,<Null>,7662.388752,2118591.838,523.515444,#VALUE!
4247,16165,89,10601,1,60890106011,Block Group 1,G5030,S,3769155,0,40.5595665,-122.4111101,15000US060890106011,275,659920,Redding city,90725,34818,43773,<Null>,17152.73607,6110402.36,1509.913306,#VALUE!
1077,4742,89,10601,2,60890106012,Block Group 2,G5030,S,1499442,2597,40.5703556,-122.4178904,15000US060890106012,275,659920,Redding city,90725,34818,43773,<Null>,8212.142979,2605710.795,643.88516,#VALUE!
1062,4728,89,10602,1,60890106021,Block Group 1,G5030,S,1259368,153196,40.5890893,-122.404147,15000US060890106021,275,659920,Redding city,90725,34818,43773,<Null>,9152.016501,2452032.234,605.910361,#VALUE!
1070,4736,89,10602,2,60890106022,Block Group 2,G5030,S,2052694,83128,40.5891305,-122.4272138,15000US060890106022,275,659920,Redding city,90725,34818,43773,<Null>,8595.012993,3707478.068,916.137782,#VALUE!
1061,4718,89,10602,3,60890106023,Block Group 3,G5030,S,1744127,12376,40.5797918,-122.4192275,15000US060890106023,275,659920,Redding city,90725,34818,43773,<Null>,8458.196013,3048164.196,753.217776,#VALUE!
1060,4717,89,10602,4,60890106024,Block Group 4,G5030,S,1882415,56149,40.5720945,-122.4338703,15000US060890106024,275,659920,Redding city,90725,34818,43773,<Null>,8952.15609,2596347.164,641.571356,#VALUE!
436,1974,89,10603,1,60890106031,Block Group 1,G5030,S,11602233,303090,40.593751,-122.4513458,15000US060890106031,275,659920,Redding city,90725,34818,43773,<Null>,10644.36927,2182301.357,539.258409,#VALUE!
406,1860,89,10702,1,60890107021,Block Group 1,G5030,S,4564496,141430,40.6050686,-122.3949718,15000US060890107021,275,659920,Redding city,90725,34818,43773,<Null>,18624.66843,6336537.072,1565.79241,#VALUE!
431,1969,89,10702,2,60890107022,Block Group 2,G5030,S,7607027,154696,40.604096,-122.4251067,15000US060890107022,275,659920,Redding city,90725,34818,43773,<Null>,14786.06173,11132198.49,2750.826156,#VALUE!
1082,4747,89,10703,1,60890107031,Block Group 1,G5030,S,1236352,5011,40.6071788,-122.3682081,15000US060890107031,275,659920,Redding city,90725,34818,43773,<Null>,6697.61193,2155935.935,532.743372,#VALUE!
1058,4715,89,10703,2,60890107032,Block Group 2,G5030,S,2176026,145786,40.5965139,-122.372396,15000US060890107032,275,659920,Redding city,90725,34818,43773,<Null>,12162.79719,4031253.522,996.144439,#VALUE!
1083,4748,89,10704,1,60890107041,Block Group 1,G5030,S,846745,3274,40.6148641,-122.3813985,15000US060890107041,275,659920,Redding city,90725,34818,43773,<Null>,5333.161361,1476666.319,364.892194,#VALUE!
1063,4730,89,10704,2,60890107042,Block Group 2,G5030,S,786630,0,40.6213857,-122.3961945,15000US060890107042,275,659920,Redding city,90725,34818,43773,<Null>,5508.940829,1366793.023,337.741911,#VALUE!
433,1971,89,10704,3,60890107043,Block Group 3,G5030,S,2986759,1172,40.6146389,-122.3985915,15000US060890107043,275,659920,Redding city,90725,34818,43773,<Null>,12022.171,5190441.911,1282.586128,#VALUE!
2192,8570,89,10803,1,60890108031,Block Group 1,G5030,S,1397375,0,40.5983318,-122.3449168,15000US060890108031,275,659920,Redding city,90725,34818,43773,<Null>,10538.77176,2426320.421,599.556833,#VALUE!
2191,8569,89,10803,2,60890108032,Block Group 2,G5030,S,434345,0,40.588914,-122.3476991,15000US060890108032,275,659920,Redding city,90725,34818,43773,<Null>,3612.526191,753960.7285,186.307753,#VALUE!
1059,4716,89,10803,3,60890108033,Block Group 3,G5030,S,3211524,37443,40.6024918,-122.355278,15000US060890108033,275,659920,Redding city,90725,34818,43773,<Null>,11508.08476,5641831.557,1394.126939,#VALUE!
2542,9942,89,10804,1,60890108041,Block Group 1,G5030,S,5773236,7637,40.6060572,-122.3229436,15000US060890108041,275,659920,Redding city,90725,34818,43773,<Null>,12397.93036,5209094.83,1287.195365,#VALUE!
2552,9962,89,10804,2,60890108042,Block Group 2,G5030,S,2399775,76391,40.6116558,-122.3426403,15000US060890108042,275,659920,Redding city,90725,34818,43773,<Null>,10815.86459,4300391.401,1062.649858,#VALUE!
430,1968,89,10805,1,60890108051,Block Group 1,G5030,S,5088526,8725,40.5708861,-122.3075499,15000US060890108051,275,659920,Redding city,90725,34818,43773,<Null>,14080.91732,4161738.96,1028.388093,#VALUE!
2553,9963,89,10805,2,60890108052,Block Group 2,G5030,S,4082196,37019,40.5855756,-122.3283152,15000US060890108052,275,659920,Redding city,90725,34818,43773,<Null>,13438.26141,6838121.511,1689.736624,#VALUE!
3129,12473,89,10806,1,60890108061,Block Group 1,G5030,S,10865831,858,40.6395057,-122.3796446,15000US060890108061,275,659920,Redding city,90725,34818,43773,<Null>,24859.32058,8678423.682,2144.485194,#VALUE!
1064,4731,89,10806,2,60890108062,Block Group 2,G5030,S,1226926,0,40.6175677,-122.3698394,15000US060890108062,275,659920,Redding city,90725,34818,43773,<Null>,8249.648395,2131585.267,526.726191,#VALUE!
434,1972,89,10807,1,60890108071,Block Group 1,G5030,S,11042692,16296,40.6308437,-122.3309484,15000US060890108071,275,659920,Redding city,90725,34818,43773,<Null>,22474.57977,9160518.274,2263.613362,#VALUE!
2546,9955,89,10807,2,60890108072,Block Group 2,G5030,S,6531169,0,40.6351195,-122.357235,15000US060890108072,275,659920,Redding city,90725,34818,43773,<Null>,19970.5418,10608850.77,2621.504117,#VALUE!
2975,11861,89,10900,1,60890109001,Block Group 1,G5030,S,1622955,84078,40.5674192,-122.3678994,15000US060890109001,275,659920,Redding city,90725,34818,43773,<Null>,9841.890027,2811651.461,694.774207,#VALUE!
2976,11862,89,10900,2,60890109002,Block Group 2,G5030,S,3048785,326700,40.5538824,-122.3639908,15000US060890109002,275,659920,Redding city,90725,34818,43773,<Null>,15697.50551,4166213.908,1029.493877,#VALUE!
432,1970,89,11001,1,60890110011,Block Group 1,G5030,S,7693384,0,40.5420456,-122.4334246,15000US060890110011,275,659920,Redding city,90725,34818,43773,<Null>,13797.90537,7739554.014,1912.485447,#VALUE!
437,1975,89,11001,2,60890110012,Block Group 2,G5030,S,37721733,481891,40.5171512,-122.4511152,15000US060890110012,275,659920,Redding city,90725,34818,43773,<Null>,30391.4544,13303432.61,3287.349791,#VALUE!
2544,9945,89,11002,1,60890110021,Block Group 1,G5030,S,2855895,824,40.5489799,-122.4156114,15000US060890110021,275,659920,Redding city,90725,34818,43773,<Null>,10600.88426,4207208.322,1039.623817,#VALUE!
2543,9944,89,11002,2,60890110022,Block Group 2,G5030,S,1753333,0,40.548335,-122.396853,15000US060890110022,275,659920,Redding city,90725,34818,43773,<Null>,7287.484845,3039877.215,751.170019,#VALUE!
4243,16161,89,11002,3,60890110023,Block Group 3,G5030,S,2519113,14414,40.5381907,-122.397661,15000US060890110023,275,659920,Redding city,90725,34818,43773,<Null>,10861.19672,4294631.596,1061.226579,#VALUE!
4242,16160,89,11002,4,60890110024,Block Group 4,G5030,S,3478963,31769,40.5103868,-122.3853213,15000US060890110024,275,659920,Redding city,90725,34818,43773,<Null>,13222.22538,2942381.508,727.078305,#VALUE!
1078,4743,89,11100,1,60890111001,Block Group 1,G5030,S,2240997,537428,40.5237938,-122.366381,15000US060890111001,275,659920,Redding city,90725,34818,43773,<Null>,11730.82024,4813628.338,1189.473467,#VALUE!
4248,16166,89,11100,2,60890111002,Block Group 2,G5030,S,2659249,56816,40.5181758,-122.3774028,15000US060890111002,275,659920,Redding city,90725,34818,43773,<Null>,11936.93597,4704897.334,1162.605451,#VALUE!
1068,4734,89,11209,1,60890112091,Block Group 1,G5030,S,765268,0,40.5547053,-122.3495206,15000US060890112091,275,659920,Redding city,90725,34818,43773,<Null>,5675.99101,1327050.455,327.921309,#VALUE!
4245,16163,89,11209,2,60890112092,Block Group 2,G5030,S,863221,0,40.5607599,-122.3436009,15000US060890112092,275,659920,Redding city,90725,34818,43773,<Null>,7304.838034,1497178.219,369.960795,#VALUE!
1079,4744,89,11209,3,60890112093,Block Group 3,G5030,S,1486254,0,40.5434904,-122.3463813,15000US060890112093,275,659920,Redding city,90725,34818,43773,<Null>,7750.338854,1950599.627,482.003665,#VALUE!
4246,16164,89,11209,4,60890112094,Block Group 4,G5030,S,534424,0,40.5578939,-122.3552114,15000US060890112094,275,659920,Redding city,90725,34818,43773,<Null>,5199.105222,926833.0756,229.025441,#VALUE!
3616,14341,89,11300,1,60890113001,Block Group 1,G5030,S,1000245,0,40.5674522,-122.3527256,15000US060890113001,275,659920,Redding city,90725,34818,43773,<Null>,5375.212768,1735178.484,428.771941,#VALUE!
3126,12466,89,11300,2,60890113002,Block Group 2,G5030,S,568557,1703,40.5664374,-122.340476,15000US060890113002,275,659920,Redding city,90725,34818,43773,<Null>,4040.611845,989260.7404,244.451653,#VALUE!
